Country;Subregion;Indicator;Dimension;Category;Sex;Age;Year;Unit of measurement;VALUE;Source;;
Norway;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100;000 population;23;21111436;CTS
Norway;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;36;868017;CTS
Norway;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;108;5808062;CTS
Norway;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;48;3333109;CTS
Norway;Northern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2018;Rate per 100;000 population;51;21806833;CTS
Norway;Northern Europe;Violent offences;by type of offence;Sexual violence: Other acts of sexual violence;Total;Total;2018;Rate per 100;000 population;9;32940674;CTS
Norway;Northern Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2018;Rate per 100;000 population;27;557344;CTS
Norway;Northern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;12;89905262;CTS
Norway;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;153;5781632;CTS
Norway;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;13;8818829;CTS
Norway;Northern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;6;680634141;CTS
Norway;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;33;92277558;CTS
Norway;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;61;61029263;CTS
Netherlands;Western Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;26;84711681;CTS
Netherlands;Western Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;2;491271756;CTS
Netherlands;Western Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2018;Rate per 100;000 population;13;92181275;CTS
Netherlands;Western Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;45;63423676;CTS
Netherlands;Western Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress;Total;Total;2018;Rate per 100;000 population;17;40959321;CTS
Netherlands;Western Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;30;21766095;CTS
Netherlands;Western Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;11;37192284;CTS
Netherlands;Western Europe;Violent offences;by type of offence;Sexual violence: Other acts of sexual violence;Total;Total;2018;Rate per 100;000 population;4;923925353;CTS
Netherlands;Western Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2018;Rate per 100;000 population;2;696435313;CTS
Montenegro;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;24;37070227;CTS
Montenegro;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;0;CTS;
Montenegro;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;3;663569623;CTS
Montenegro;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;1;274285086;CTS
Montenegro;Southern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2018;Rate per 100;000 population;2;70713265;CTS
Montenegro;Southern Europe;Violent offences;by type of offence;Sexual violence: Other acts of sexual violence;Total;Total;2018;Rate per 100;000 population;0;318571272;CTS
Montenegro;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;19;5921332;CTS
Malta;Southern Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress;Total;Total;2018;Rate per 100;000 population;73;30593846;CTS
Malta;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100;000 population;0;910632776;CTS
Malta;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;41;6614495;CTS
Malta;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;0;CTS;
Malta;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;21;17221204;CTS
Malta;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;4;97847492;CTS
Malta;Southern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2018;Rate per 100;000 population;17;7436455;CTS
Malta;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;47;35290435;CTS
Luxembourg;Western Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;101;1180914;CTS
Luxembourg;Western Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;5;957858084;CTS
Luxembourg;Western Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;59;24758872;CTS
Luxembourg;Western Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;12;5777004;CTS
Luxembourg;Western Europe;Violent offences;by type of offence;Sexual violence: Other acts of sexual violence;Total;Total;2018;Rate per 100;000 population;46;66988832;CTS
Lithuania;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100;000 population;5;818789335;CTS
Lithuania;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;6;604147405;CTS
Lithuania;Northern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;0;CTS;
Lithuania;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;7;817882603;CTS
Lithuania;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;4;140978913;CTS
Lithuania;Northern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2018;Rate per 100;000 population;3;67690369;CTS
Lithuania;Northern Europe;Violent offences;by type of offence;Sexual violence: Other acts of sexual violence;Total;Total;2018;Rate per 100;000 population;0;CTS;
Lithuania;Northern Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2018;Rate per 100;000 population;14;88610523;CTS
Lithuania;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;29;34383333;CTS
Lithuania;Northern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;17;5535624;CTS
Lithuania;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;Total;2018;Rate per 100;000 population;0;8627223;CTS
Lithuania;Northern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;Total;2018;Rate per 100;000 population;0;132726508;CTS
Lithuania;Northern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;Total;2018;Rate per 100;000 population;0;132726508;CTS
Lithuania;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;0;132726508;CTS
Lithuania;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;Total;2018;Rate per 100;000 population;2;123624124;CTS
Lithuania;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;Total;2018;Rate per 100;000 population;3;25179944;CTS
Lithuania;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;Total;2018;Rate per 100;000 population;0;729995793;CTS
Lithuania;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;0;265453015;CTS
Lithuania;Northern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;4;171778383;CTS
Lithuania;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;Total;2018;Rate per 100;000 population;2;163144347;CTS
Lithuania;Northern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;Total;2018;Rate per 100;000 population;2;472164968;CTS
Lithuania;Northern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Male;Total;2018;Rate per 100;000 population;2;240399502;CTS
Lithuania;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;0;849806708;CTS
Lithuania;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;Total;2018;Rate per 100;000 population;0;695296397;CTS
Lithuania;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;Total;2018;Rate per 100;000 population;0;463530931;CTS
Lithuania;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Male;Total;2018;Rate per 100;000 population;0;CTS;
Lithuania;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;0;CTS;
Liechtenstein;Western Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;208;344322;CTS
Liechtenstein;Western Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;23;73542908;CTS
Liechtenstein;Western Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;13;18634949;CTS
Liechtenstein;Western Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;5;274539796;CTS
Latvia;Northern Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2018;Rate per 100;000 population;10;5983528;CTS
Latvia;Northern Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress;Total;Total;2018;Rate per 100;000 population;2;437176588;CTS
Latvia;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100;000 population;8;244916542;CTS
Latvia;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;33;49821438;CTS
Latvia;Northern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;0;51854821;CTS
Latvia;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;15;2971722;CTS
Latvia;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;9;1264485;CTS
Latvia;Northern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2018;Rate per 100;000 population;6;896691196;CTS
Latvia;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;27;69047442;CTS
Latvia;Northern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;5;88496637;CTS
Latvia;Northern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;Total;2018;Rate per 100;000 population;1;440140558;CTS
Latvia;Northern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;Total;2018;Rate per 100;000 population;0;672065594;CTS
Latvia;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;Total;2018;Rate per 100;000 population;4;128402932;CTS
Latvia;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;1;56103076;CTS
Latvia;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;Total;2018;Rate per 100;000 population;5;376524749;CTS
Latvia;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;Total;2018;Rate per 100;000 population;3;64835608;CTS
Latvia;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;Total;2018;Rate per 100;000 population;0;672065594;CTS
Latvia;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;2;400234263;CTS
Latvia;Northern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;0;563763959;CTS
Latvia;Northern Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;Total;2018;Rate per 100;000 population;10;14775126;CTS
Latvia;Northern Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Male;Total;2018;Rate per 100;000 population;5;863145171;CTS
Latvia;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;Total;2018;Rate per 100;000 population;5;73875629;CTS
Latvia;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;12;96657105;CTS
Latvia;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;Total;2018;Rate per 100;000 population;0;902022334;CTS
Latvia;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;Total;2018;Rate per 100;000 population;0;789269542;CTS
Latvia;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Male;Total;2018;Rate per 100;000 population;0;338258375;CTS
Latvia;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;0;451011167;CTS
Italy;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;109;4523587;CTS
Italy;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;0;305143108;CTS
Italy;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;8;875540885;CTS
Italy;Southern Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2018;Rate per 100;000 population;3;600688673;CTS
Italy;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;47;81015203;CTS
Italy;Southern Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress;Total;Total;2018;Rate per 100;000 population;48;5062082;CTS
Italy;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100;000 population;1;35837145;CTS
Italy;Southern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;4;9851843;CTS
Italy;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;76;82927499;CTS
Italy;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;14;2324488;CTS
Italy;Southern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;1;102479432;CTS
Italy;Southern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;124;2613049;CTS
Italy;Southern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;1;540078961;CTS
Ireland;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;45;19896885;CTS
Ireland;Northern Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress;Total;Total;2018;Rate per 100;000 population;33;45304765;CTS
Ireland;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100;000 population;8;238746847;CTS
Ireland;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;94;42392482;CTS
Ireland;Northern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;1;784715942;CTS
Ireland;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;58;16928819;CTS
Ireland;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;21;31282875;CTS
Ireland;Northern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2018;Rate per 100;000 population;36;85645945;CTS
Ireland;Northern Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2018;Rate per 100;000 population;8;778312132;CTS
Iceland;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;22;86820785;CTS
Iceland;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100;000 population;0;890969137;CTS
Iceland;Northern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100;000 population;0;890969137;CTS
Iceland;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;36;2327449;CTS
Iceland;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;163;6413315;CTS
Iceland;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;78;10829433;CTS
Iceland;Northern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2018;Rate per 100;000 population;11;87958849;CTS
Iceland;Northern Europe;Violent offences;by type of offence;Sexual violence: Other acts of sexual violence;Total;Total;2018;Rate per 100;000 population;73;65344864;CTS
Hungary;Eastern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;0;20602623;CTS
Hungary;Eastern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;5;573009411;CTS
Hungary;Eastern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;5;573009411;CTS
Hungary;Eastern Europe;Violent offences;by type of offence;Sexual violence: Other acts of sexual violence;Total;Total;2018;Rate per 100;000 population;0;CTS;
Hungary;Eastern Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2018;Rate per 100;000 population;4;903424176;CTS
Hungary;Eastern Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;7;169712661;CTS
Hungary;Eastern Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress;Total;Total;2018;Rate per 100;000 population;55;94642164;CTS
Hungary;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100;000 population;2;152974061;CTS
Hungary;Eastern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;5;776168746;CTS
Hungary;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;Total;2018;Rate per 100;000 population;1;866449085;CTS
Hungary;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;Total;2018;Rate per 100;000 population;1;846802252;CTS
Hungary;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;Total;2018;Rate per 100;000 population;0;864460629;CTS
Hungary;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;0;19646832;CTS
Hungary;Eastern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;0;411467112;CTS
Hungary;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;Total;2018;Rate per 100;000 population;0;17324931;CTS
Hungary;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;Total;2018;Rate per 100;000 population;0;866246552;CTS
Hungary;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Male;Total;2018;Rate per 100;000 population;0;108280819;CTS
Hungary;Eastern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;0;CTS;
Greece;Southern Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress: Cyber-related;Total;Total;2018;Rate per 100;000 population;0;7602941;CTS
Greece;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100;000 population;2;680036692;CTS
Greece;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100;000 population;2;680036692;CTS
Greece;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;15;8233415;CTS
Greece;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;0;70327204;CTS
Greece;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;4;20055038;CTS
Greece;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;1;492077165;CTS
Greece;Southern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2018;Rate per 100;000 population;1;729669071;CTS
Greece;Southern Europe;Violent offences;by type of offence;Sexual violence: Other acts of sexual violence;Total;Total;2018;Rate per 100;000 population;0;798308802;CTS
Greece;Southern Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2018;Rate per 100;000 population;1;653639661;CTS
Greece;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;41;41702093;CTS
Germany;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100;000 population;9;24156902;CTS
Germany;Western Europe;Violent offences;by type of offence;Sexual violence: Other acts of sexual violence;Total;Total;2018;Rate per 100;000 population;0;CTS;
Germany;Western Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;164;4847706;CTS
Germany;Western Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2018;Rate per 100;000 population;5;489362072;CTS
Germany;Western Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;48;82440493;CTS
Germany;Western Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;10;8704527;CTS
Germany;Western Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2018;Rate per 100;000 population;37;95395223;CTS
Germany;Western Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2018;Rate per 100;000 population;12;49452432;CTS
Germany;Western Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;44;21805661;CTS
Germany;Western Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;5;960419065;CTS
Germany;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;Total;2018;Rate per 100;000 population;38;22979543;CTS
Germany;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;Total;2018;Rate per 100;000 population;27;10684607;CTS
Germany;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;Total;2018;Rate per 100;000 population;30;5382427;CTS
Germany;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;8;622422959;CTS
Germany;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;Total;2018;Rate per 100;000 population;15;53508427;CTS
Germany;Western Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;Total;2018;Rate per 100;000 population;35;54641952;CTS
Germany;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;Total;2018;Rate per 100;000 population;34;66304267;CTS
Germany;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;5;183902319;CTS
Germany;Western Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;1;948149477;CTS
Germany;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;Total;2018;Rate per 100;000 population;24;27262584;CTS
Germany;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;Total;2018;Rate per 100;000 population;85;99409752;CTS
Germany;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Male;Total;2018;Rate per 100;000 population;154;135293;CTS
Germany;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;40;37960387;CTS
Germany;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;Total;2018;Rate per 100;000 population;1;857934796;CTS
Germany;Western Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;Total;2018;Rate per 100;000 population;5;703030823;CTS
Germany;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Male;Total;2018;Rate per 100;000 population;4;27963625;CTS
Germany;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;1;31373253;CTS
France;Western Europe;Violent offences;by type of offence;Serious assault;Total;Total;2018;Rate per 100;000 population;429;6550241;CTS
France;Western Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2018;Rate per 100;000 population;44;16952431;CTS
France;Western Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2018;Rate per 100;000 population;13;61891102;CTS
France;Western Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;43;93410534;CTS
France;Western Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress;Total;Total;2018;Rate per 100;000 population;118;9173583;CTS
France;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100;000 population;5;189988348;CTS
France;Western Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2018;Rate per 100;000 population;74;6465731;CTS
France;Western Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2018;Rate per 100;000 population;29;49045855;CTS
France;Western Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;17;90611398;CTS
France;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;Total;2018;Rate per 100;000 population;294;5813767;CTS
France;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;162;3929131;CTS
France;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;Total;2018;Rate per 100;000 population;31;11422204;CTS
France;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2018;Rate per 100;000 population;97;66781441;CTS
France;Western Europe;Victims of sexual exploitation;Total;Total;Total;Total;2018;Rate per 100;000 population;5;189786323;CTS
France;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;Total;2018;Rate per 100;000 population;89;56751251;CTS
France;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;396;9058322;CTS
France;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2018;Rate per 100;000 population;16;19543852;CTS
France;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;Total;2018;Rate per 100;000 population;5;844468492;CTS
Finland;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2018;Rate per 100;000 population;30;78268601;CTS
Finland;Northern Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress;Total;Total;2018;Rate per 100;000 population;12;43982664;CTS
Finland;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100;000 population;2;281540257;CTS
