Country,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Score,,
Belgium,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,68,3258932,CTS
Belgium,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,29,97074176,CTS
Belgium,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,38,35515144,CTS
Belgium,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,21,86816097,CTS
Belgium,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,164,4735828,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,0,307020023,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,7,802543354,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,7,40286744,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,1,450404938,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,1,990336704,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,3,599545102,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,1,768011859,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,20,1982291,CTS
Austria,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,0,22864182,CTS
Austria,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,50,19831249,CTS
Austria,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,14,7290427,CTS
Austria,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,32,24992929,CTS
Austria,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,3,875478919,CTS
Austria,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,43,36192194,CTS
Austria,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,9,545796157,CTS
Austria,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,35,47377901,CTS
Austria,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,26,94543897,CTS
Austria,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2016,3,452491544,CTS
Austria,Western Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,7,830982476,CTS
Austria,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,1,166125838,CTS
Austria,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,1,121274845,CTS
Austria,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,0,986721863,CTS
Austria,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,0,112127484,CTS
Austria,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,11,93036435,CTS
Austria,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,24,6255817,CTS
Austria,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,16,95367565,CTS
Austria,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,1,345529814,CTS
Austria,Western Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,0,672764907,CTS
Austria,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,1,259300165,CTS
Austria,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,6,249860078,CTS
Austria,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,0,792892696,CTS
Austria,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,1,749028007,CTS
Austria,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,5,410326634,CTS
Austria,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,2,51860033,CTS
Austria,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,0,443087095,CTS
Austria,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,9,607993851,CTS
Austria,Western Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,0,23320373,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,250,9864804,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,0,CTS,
Andorra,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,23,28740539,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,2,587489488,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,14,23119219,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,6,468723721,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,0,CTS,
Andorra,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,9,56213209,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,187,5929879,CTS
Andorra,Southern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,0,CTS,
Albania,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,4,88099231,CTS
Albania,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,0,138579635,CTS
Albania,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,4,157389049,CTS
Albania,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,1,524375985,CTS
Albania,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,2,633013064,CTS
Albania,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,3,637715418,CTS
Albania,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,17,842128,CTS
Albania,Southern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,0,173224544,CTS
Albania,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,5,50854049,CTS
Albania,Southern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,2,754472663,CTS
Albania,Southern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,0,204005582,CTS
Ukraine,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,4,676112217,CTS/DMDB
Ukraine,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,1,279207112,CTS/DMDB
Ukraine,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,1,80128634,CTS/DMDB
Ukraine,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,0,440716231,CTS/DMDB
Ukraine,Eastern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,1,360570109,DMDB
Ukraine,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,0,657684222,DMDB
Switzerland,Western Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,8,351304668,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,48,9037801,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,40,74779834,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,10,28664915,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,6,861675886,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,0,93834884,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,7,342579666,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,0,CTS,
Switzerland,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,19,28306864,CTS
Switzerland,Western Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,3,651823516,CTS
Switzerland,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,17,37523673,CTS
Switzerland,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,24,434311,CTS
Switzerland,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,18,79409809,CTS
Switzerland,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,15,35161478,CTS
Switzerland,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,1,256041209,CTS
Switzerland,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,0,674540649,CTS
Switzerland,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,0,511720493,CTS
Switzerland,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,0,558240537,CTS
Switzerland,Western Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,1,64737961,CTS
Switzerland,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,2,437066888,CTS
Switzerland,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,3,596448223,CTS
Switzerland,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,6,9854268,CTS
Switzerland,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,2,295101827,CTS
Switzerland,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,0,709825307,CTS
Switzerland,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,2,57903195,CTS
Switzerland,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,4,519221123,CTS
Switzerland,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,4,211630156,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,193,2683022,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,4,7155099,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2018,557,9729693,CTS
Sweden,Northern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,17,96095523,CTS
Sweden,Northern Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2018,6,889545641,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,47,22397442,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,75,96551416,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,113,231237,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,22,98520904,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,86,70598488,CTS
Sweden,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,350,516424,CTS
Sweden,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,7,991313161,CTS
Sweden,Northern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,8,553516097,CTS
Sweden,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,5,822816123,CTS
Sweden,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,0,CTS,
Sweden,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,36,82464935,CTS
Sweden,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,2,985240889,CTS
Sweden,Northern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,26,72692178,CTS
Sweden,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,41,55295036,CTS
Sweden,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,0,CTS,
Spain,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2018,10,86889874,CTS
Spain,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2018,2,546427706,CTS
Spain,Southern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,4,647391187,CTS
Spain,Southern Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2018,1,940339362,CTS
Spain,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,39,17515189,CTS
Spain,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,0,173474049,CTS
Spain,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,24,86889699,CTS
Spain,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,3,640813372,CTS
Spain,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,21,22808362,CTS
Spain,Southern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,0,CTS,
Spain,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,4,118402421,CTS
Spain,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,129,1310837,CTS
Spain,Southern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,4,519232173,CTS
Spain,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,5,449167285,CTS
Spain,Southern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,0,925727261,CTS
Spain,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,8,457780883,CTS
Spain,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,25,64264512,CTS
Spain,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,5,878368106,CTS
Spain,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,5,49421423,CTS
Spain,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,24,58226663,CTS
Spain,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,11,6244077,CTS
Spain,Southern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,2,58639473,CTS
Spain,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,3,188274269,CTS
Spain,Southern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,4,440031745,CTS
Spain,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,46,50693369,CTS
Spain,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,49,37681668,CTS
Spain,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,0,828689618,CTS
Spain,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,0,833051143,CTS
Spain,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,3,83814139,CTS
Spain,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,1,714079053,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2018,7,219049049,CTS
Slovenia,Southern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,6,641525125,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,74,30807821,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,0,288761962,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,16,98882876,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,2,21333734,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,1,588190791,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,13,37930424,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,12,70552633,CTS
Slovenia,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,22,70086675,CTS
Slovenia,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,9,865777533,CTS
Slovenia,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,5,651270626,CTS
Slovenia,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,7,950092575,CTS
Slovenia,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,13,34851324,CTS
Slovenia,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,38,1424422,CTS
Slovenia,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,0,193456714,CTS
Slovenia,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,1,644382065,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2018,48,12015073,CTS
Slovakia,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,6,253418979,CTS
Slovakia,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2018,5,886649537,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,29,28653991,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,12,23176088,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,1,815508736,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,1,393723878,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,9,22528263,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,1,687139431,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,0,495138746,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,8,710774237,CTS
Slovakia,Eastern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,0,642974715,CTS
Slovakia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,0,392928993,CTS
Slovakia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,11,32349915,CTS
Slovakia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,0,71441635,CTS
Slovakia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,18,21761694,CTS
Slovakia,Eastern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,0,226113979,CTS
Slovakia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,2,562625093,CTS
Slovakia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,1,394369536,CTS
Slovakia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,45,71270938,CTS
Slovakia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,0,678341936,CTS
Slovakia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,0,942141578,CTS
Slovakia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,2,449568103,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,13,93884019,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,17,58543163,CTS
Serbia,Southern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,0,49984431,CTS
Serbia,Southern Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2018,0,90880784,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,0,159041371,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,5,237005156,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,1,397292048,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,3,839713108,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,0,783846759,CTS
Serbia,Southern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,1,3586896,CTS
Serbia,Southern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,0,32459094,CTS
Russian Federation,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,0,577078653,CTS
Russian Federation,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2018,0,509832864,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,15,14608454,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,0,223008992,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,11,83525874,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,5,44073322,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,6,394525523,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,1,58778075,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,5,128520631,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2018,6,664578432,CTS
Romania,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,1,138104932,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,1,291902896,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,1,558486033,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,8,976674488,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,7,500214035,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,1,476460453,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,2,793996343,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,16,78961105,CTS
Romania,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,0,14977284,CTS
Romania,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,3,105290206,CTS
Romania,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,0,105363608,CTS
Romania,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,0,284481742,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,18,80576019,CTS
Republic of Moldova,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,0,592307408,CTS
Republic of Moldova,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2018,0,592307408,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,1,505447994,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,15,10383889,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,6,564740434,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,2,714742285,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,5,824356174,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,0,37019213,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,5,83971915,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,5,645370133,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,2,661806643,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,24,1476103,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,4,104837351,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,19,90992368,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,102,8159379,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2018,64,88652835,CTS
Poland,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,9,203201818,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,17,43070602,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,8,776004484,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,1,993587557,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,1,99637581,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,5,682779346,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,12,34389333,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,17,93437695,CTS
Poland,Eastern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,4,160427518,CTS
