Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2014,Rate per 100,000 population,0,118690136,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2015,Rate per 100,000 population,3,295159693,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,Rate per 100,000 population,17,58203065,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2015,Rate per 100,000 population,1,977095816,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2015,Rate per 100,000 population,1,718190411,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,Rate per 100,000 population,3,318696548,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2015,Rate per 100,000 population,0,353052824,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2015,Rate per 100,000 population,0,070610565,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2015,Rate per 100,000 population,41,09534874,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,Rate per 100,000 population,1,259300165,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Rate per 100,000 population,6,249860078,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,Rate per 100,000 population,0,792892696,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,Rate per 100,000 population,1,749028007,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Rate per 100,000 population,5,410326634,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Rate per 100,000 population,2,51860033,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,Rate per 100,000 population,0,443087095,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Rate per 100,000 population,9,607993851,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,Rate per 100,000 population,0,023320373,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Rate per 100,000 population,4,133765893,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Rate per 100,000 population,4,295421543,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2017,Rate per 100,000 population,1,870586801,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Rate per 100,000 population,4,526358185,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2017,Rate per 100,000 population,1,108495882,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Rate per 100,000 population,0,484966948,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Rate per 100,000 population,2,701958712,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Rate per 100,000 population,0,138561985,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual exploitation,Total,Total,Total,Total,2017,Rate per 100,000 population,0,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Rate per 100,000 population,2,767647527,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Rate per 100,000 population,18,71021221,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Rate per 100,000 population,56,15350974,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Rate per 100,000 population,2,287312006,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Rate per 100,000 population,2,378804486,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Rate per 100,000 population,4,894847692,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Rate per 100,000 population,4,963467053,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Rate per 100,000 population,0,251604321,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual exploitation,Total,Total,Total,Total,2018,Rate per 100,000 population,0,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2019,Rate per 100,000 population,3,492554509,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Rate per 100,000 population,23,97162413,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Rate per 100,000 population,57,58179154,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,Rate per 100,000 population,2,041103284,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2019,Rate per 100,000 population,3,379159882,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Rate per 100,000 population,10,74981063,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Rate per 100,000 population,4,014169793,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,Rate per 100,000 population,0,29482603,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual exploitation,Total,Total,Total,Total,2019,Rate per 100,000 population,0,113394627,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2020,Rate per 100,000 population,2,99570398,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Rate per 100,000 population,20,15906062,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2020,Rate per 100,000 population,55,02635206,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,Rate per 100,000 population,1,531638125,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2020,Rate per 100,000 population,2,725414899,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Rate per 100,000 population,7,342853365,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2020,Rate per 100,000 population,3,175896701,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,Rate per 100,000 population,0,202716811,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,Rate per 100,000 population,0,26810033,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,Rate per 100,000 population,5,918830357,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,Rate per 100,000 population,0,680562376,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2017,Rate per 100,000 population,0,326038892,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Rate per 100,000 population,6,84681674,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Rate per 100,000 population,0,733587508,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Rate per 100,000 population,0,402961607,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Rate per 100,000 population,5,48027785,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Rate per 100,000 population,0,564146249,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2019,Rate per 100,000 population,0,299052959,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,Rate per 100,000 population,5,701943087,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,Rate per 100,000 population,0,857285149,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2020,Rate per 100,000 population,0,513360807,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,Rate per 100,000 population,5,686458174,CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,Rate per 100,000 population,0,473871514,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual exploitation,Total,Total,Total,Total,2014,Rate per 100,000 population,38,37383905,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual exploitation,Total,Total,Total,Total,2015,Rate per 100,000 population,28,63309986,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual exploitation,Total,Total,Total,Total,2016,Rate per 100,000 population,33,24667397,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual exploitation,Total,Total,Total,Total,2017,Rate per 100,000 population,18,34030984,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2017,Rate per 100,000 population,3,236525266,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Rate per 100,000 population,8,091313166,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Rate per 100,000 population,4,315367022,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Rate per 100,000 population,3,236525266,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2017,Rate per 100,000 population,1,618262633,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Rate per 100,000 population,3,236525266,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Rate per 100,000 population,2,697104389,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Rate per 100,000 population,0,539420878,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Rate per 100,000 population,2,135360502,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Rate per 100,000 population,8,007601883,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Rate per 100,000 population,8,007601883,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Rate per 100,000 population,4,270721004,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Rate per 100,000 population,2,669200628,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Rate per 100,000 population,4,270721004,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Rate per 100,000 population,3,203040753,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Rate per 100,000 population,2,135360502,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2019,Rate per 100,000 population,53,37420071,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Rate per 100,000 population,200,285367,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Rate per 100,000 population,66,05717909,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,Rate per 100,000 population,29,0651588,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2020,Rate per 100,000 population,52,85384603,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Rate per 100,000 population,179,4937543,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2020,Rate per 100,000 population,33,491546,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,Rate per 100,000 population,5,233054063,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2015,Rate per 100,000 population,109,1802167,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2015,Rate per 100,000 population,0,402676407,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,Rate per 100,000 population,0,036606946,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2015,Rate per 100,000 population,0,402676407,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,Rate per 100,000 population,108,1482441,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,Rate per 100,000 population,0,324715328,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Rate per 100,000 population,0,054119221,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,Rate per 100,000 population,0,523152474,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Rate per 100,000 population,98,76412342,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2017,Rate per 100,000 population,0,284571578,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Rate per 100,000 population,0,088928618,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Rate per 100,000 population,0,302357302,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Rate per 100,000 population,0,19564296,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Rate per 100,000 population,95,5770237,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Rate per 100,000 population,0,333265452,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Rate per 100,000 population,0,035080574,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Rate per 100,000 population,0,140322296,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Rate per 100,000 population,0,350805739,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Victims of sexual exploitation,Total,Total,Total,Total,2017,Rate per 100,000 population,0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2013,Rate per 100,000 population,37,5434925,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2013,Rate per 100,000 population,61,95933043,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2013,Rate per 100,000 population,59,92562938,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2013,Rate per 100,000 population,0,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2013,Rate per 100,000 population,1,588114868,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2013,Rate per 100,000 population,5,12424114,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2013,Rate per 100,000 population,1,399597636,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2013,Rate per 100,000 population,0,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2014,Rate per 100,000 population,38,01500278,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2014,Rate per 100,000 population,60,83078981,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2014,Rate per 100,000 population,57,46638008,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2014,Rate per 100,000 population,0,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2014,Rate per 100,000 population,1,662414222,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2014,Rate per 100,000 population,4,178653437,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2014,Rate per 100,000 population,1,487125648,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2014,Rate per 100,000 population,0,CTS
CAN,Canada,Americas,Northern America,Victims of sexual exploitation,Total,Total,Total,Total,2014,Rate per 100,000 population,0,209215395,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2015,Rate per 100,000 population,0,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2015,Rate per 100,000 population,0,CTS
CAN,Canada,Americas,Northern America,Victims of sexual exploitation,Total,Total,Total,Total,2015,Rate per 100,000 population,0,201521059,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2015,Rate per 100,000 population,38,73122789,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,Rate per 100,000 population,62,31478955,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2015,Rate per 100,000 population,60,8705553,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2015,Rate per 100,000 population,1,662548733,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,Rate per 100,000 population,4,506234782,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2015,Rate per 100,000 population,1,567386011,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,Rate per 100,000 population,0,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,Rate per 100,000 population,0,CTS
CAN,Canada,Americas,Northern America,Victims of sexual exploitation,Total,Total,Total,Total,2016,Rate per 100,000 population,0,254959305,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,Rate per 100,000 population,40,776861,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Rate per 100,000 population,63,9282744,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Rate per 100,000 population,61,48399063,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,Rate per 100,000 population,1,707118824,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Rate per 100,000 population,4,677948985,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Rate per 100,000 population,1,856768851,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2017,Rate per 100,000 population,4,978544504,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Rate per 100,000 population,13,15170081,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Rate per 100,000 population,11,97156071,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Rate per 100,000 population,0,005489024,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2017,Rate per 100,000 population,4,742516485,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Rate per 100,000 population,7,920661212,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Rate per 100,000 population,2,349302147,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Rate per 100,000 population,0,027445119,CTS
CAN,Canada,Americas,Northern America,Victims of sexual exploitation,Total,Total,Total,Total,2017,Rate per 100,000 population,0,247006067,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Rate per 100,000 population,5,127195499,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Rate per 100,000 population,13,31548439,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Rate per 100,000 population,11,67891403,CTS
CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Rate per 100,000 population,0,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Rate per 100,000 population,5,225063493,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Rate per 100,000 population,9,732428359,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Rate per 100,000 population,2,887105843,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Rate per 100,000 population,0,038059776,CTS
